0.579340407698  3.6868727192	0.00519089103878  0.00296512321948
1.77546341282  4.07187664061	0.00519089103878  0.00296512321948
2.97037880412  3.87596799721	0.00519089103878  0.00296512321948
4.17608262297  3.86974252205	0.00519089103878  0.00296512321948
5.38171250627  3.8279509715	0.00519089103878  0.00296512321948
6.56678830946  3.89879046078	0.00519089103878  0.00296512321948
8.97701297851  3.31728230412	0.00519089103878  0.00296512321948
17.9882827572  3.11351544239	0.00519089103878  0.00296512321948
