0.577405761068  2.75622707966	0.00519089103878  0.00296512321948
1.7837503546  3.05824092461	0.00519089103878  0.00296512321948
2.96837022195  2.90975628227	0.00519089103878  0.00296512321948
4.16369225872  2.90946105356	0.00519089103878  0.00296512321948
5.36932214203  2.867669503	0.00519089103878  0.00296512321948
6.58555561403  2.9266459322	0.00519089103878  0.00296512321948
8.9753001385  2.49333489077	0.00519089103878  0.00296512321948
17.9762497481  2.32513667164	0.00519089103878  0.00296512321948
