0.56837946389  3.4142020417	0.00519089103878  0.00296512321948
1.77490889627  3.80513107513	0.00519089103878  0.00296512321948
2.99068643244  3.64478337272	0.00519089103878  0.00296512321948
4.17563900973  3.65634606967	0.00519089103878  0.00296512321948
5.3811826349  3.57306076449	0.00519089103878  0.00296512321948
6.58704664742  3.64389511936	0.00519089103878  0.00296512321948
8.9766556234  3.14537960637	0.00519089103878  0.00296512321948
17.9774943297  2.92383227415	0.00519089103878  0.00296512321948
