-0.0235176630208  3.68702161716	0.00519089103878  0.00296512321948
1.18298712418  4.06609529213	0.00519089103878  0.00296512321948
2.37791483807  3.87611432796	0.00519089103878  0.00296512321948
3.56286741535  3.88767702492	0.00519089103878  0.00296512321948
4.77881746778  3.81031683176	0.00519089103878  0.00296512321948
5.98473077066  3.90486190356	0.00519089103878  0.00296512321948
7.18922697569  3.31772386359	0.00519089103878  0.00296512321948
10.7851435774  3.10343915785	0.00519089103878  0.00296512321948
