0.569537787351  3.97140388957	0.00519089103878  0.00296512321948
1.78637506627  4.32083660117	0.00519089103878  0.00296512321948
2.97087170772  4.11307516652	0.00519089103878  0.00296512321948
4.17656320398  4.10092201212	0.00519089103878  0.00296512321948
5.37177433744  4.04727767031	0.00519089103878  0.00296512321948
6.56733050342  4.15960834701	0.00519089103878  0.00296512321948
8.97734568844  3.4773296434	0.00519089103878  0.00296512321948
17.9782460077  3.28542070734	0.00519089103878  0.00296512321948
