0.581275054329  4.61751835873	0.00519089103878  0.00296512321948
1.77753360794  5.0677267517	0.00519089103878  0.00296512321948
2.9723750637  4.83625203291	0.00519089103878  0.00296512321948
4.17807888255  4.83002655775	0.00519089103878  0.00296512321948
5.39405358016  4.76452172306	0.00519089103878  0.00296512321948
6.57922796406  4.8827826462	0.00519089103878  0.00296512321948
8.98909527801  4.12937179179	0.00519089103878  0.00296512321948
17.9898723713  3.87818606341	0.00519089103878  0.00296512321948
